,Unnamed: 0,Unnamed: 0.1,Review_ID,URL,Brand,Variety,Style,Country,Stars,Top Ten,Blurb
1550,1550,1550,1923.0,https://www.theramenrater.com/2016/01/28/1923-conimex-oriental-noodles-teriyaki/,Conimex,Oriental Noodles Teriyaki,Cup,Netherlands,0.5,,Finished (click to enlarge). Added barbecue pork and spring onion. The noodles were very soft – almost mushy. More like the ‘roni’ in Rice-a-Roni. The flavor was anything but teriyaki; a hint of sweetness and salty. The vegetables came out nicely at least. 0.5 out of 5.0 stars. EAN bar code 8711200585038>.
1551,1551,1551,1922.0,https://www.theramenrater.com/2016/01/27/1922-mie-sedaap-instant-cup-mi-kuah-rasa-baso-spesial/,Mie Sedaap,Instant Cup Mi Kuah Rasa Baso Spesial,Cup,Indonesia,1.5,,"Finished (click to enlarge). The noodles came out nicely – good chew and texture and good quantity. The broth had a kind of gritty beefiness to it, vaguely stew-like. The little beans were definitely not to my liking and pulled it down quite a bit for me. 1.5 out of 5.0 stars. EAN bar code 8998866200851."
1552,1552,1552,1921.0,https://www.theramenrater.com/2016/01/26/1921-nissin-cup-noodles-ramen-noodle-soup-chicken-flavor-new-package/,Nissin,Cup Noodles Ramen Noodle Soup Chicken Flavor [New Package],Cup,United States,3.5,,"Finished (click to enlarge). Added processed cheese, barbecue pork, mayonnaise, fried garlic and red pepper flake (and no, it isn’t 3am and I haven’t just returned from the pub). The noodles come out very nicely after a spin in the microwave – decent quality and good quantity. The broth has a nice chicken flavor to it. Nice and hot out of the microwave too. The vegetables came out well hydrated and crisp. 3.5 out of 5.0 stars. UPC bar code 070662030035."
1553,1553,1553,1920.0,https://www.theramenrater.com/2016/01/25/1920-itsuki-ramen-tonkotudou-kumamoto-noodles/,Itsuki,Ramen Tonkotudou Kumamoto Noodles,Pack,Japan,0.75,,"Finished (click to enlarge). Thought I’d leave this one as is. The noodles are very nice – excellent chew and thickness – I liked them alot. The broth. It was very nice until the addition of the garnish sauce, which seems to be a lot of black garlic oil. It was so bitter and overpowering that it just… Ruined the whole thing. I think without it it wouold have been a great bowl with a good score, but I follow directions, and so it wasn’t. 0.75 out of 5.0 stars. JAN bar code 4901726011843."
1554,1554,1554,1919.0,https://www.theramenrater.com/2016/01/24/1919-maruchan-shiroi-chikara-mochi/,Maruchan,Shiroi Chikara Mochi Udon,Bowl,Japan,4.5,,"Finished (click to enlarge). Added spring onion, hard boiled egg and kamaboko. The noodles are wide and flat and had a nice chew to them, lighter than round fresh udon, but nice nonetheless. The broth has a bonito taste along with soy and was pleasingly robust. The bits of tofu were great and the included kamaboko was very large and hydrated nicely. The mochi was not included in the bowl when I steeped it, so afterwards I added it – not correct. However, I threw the bowl in the microwave and quickly I got the picture – amazing! Gooey and almost cheeselike in execution. Definitely worth a try. 4.5 out of 5.0 stars. JAN bar code 4901990522991."
1555,1555,1555,1918.0,https://www.theramenrater.com/2016/01/24/1918-imee-chicken-flavour/,iMee,Instant Noodles chicken Flavour,Pack,Netherlands,3.5,,Finished (click to enlarge). Added hard boiled egg and chilli flake. The noodles were stalwart and weren’t super soft or engorged – something chicken instants usually are which was refreshing. The broth had a nice and salty chicken taste with a tinge of chilli powder spiciness (almost undetectable) and the oil gave it a little more gumption. 3.5 out of 5.0 stars. EAN bar code 8858829601098.
1556,1556,1556,1917.0,https://www.theramenrater.com/2016/01/23/1917-iburamen-mi-goreng-bento-noodles-in-a-box-hot-sweet-sour-flavor/,IbuRamen,Mi Goreng Bento Noodles In A Box Hot Sweet & Sour Flavor,Tray,United States,0.25,,"Finished (click to enlarge). Added coriander. The noodles were a little on the gorged side, but all in all not too bad. The flavor without the Lingham’s sauce was very dull – a little spicy, but otherwise very bland. The addition of the Liungham’s sauce was a sweet and spicy smack in the mouth – a hard one at that. This is definitely one of the spicier varieties I’ve have. The vegies were nice in theory, but peas just didn’t seem to feel at home here in this Mlaysian-Japanese-Mexican jumbled oddity. 0.25 out of 5.0 stars. UPC bar code 850248004137."
1557,1557,1557,1916.0,https://www.theramenrater.com/2016/01/22/1916-nissin-soba-fried-noodles-teriyaki/,Nissin,Soba Fried Noodles Teriyaki,Pack,Germany,3,,"Finished (click to enlarge). Added spring onion and barbecue pork. The noodles cooked up nicely and had a decent chew to them. The flavor wasn’t exactly what I would expect teriyaki yakisoba to taste like; it’s kind of got it’s own thing going on. Nevertheless, it’s tame and has a nice flavor to it. 3.0 out of 5.0 stars.  EAN bar code 5997523324315."
1558,1558,1558,1915.0,https://www.theramenrater.com/2016/01/22/1915-itsuki-yuzu-sesame-sauce-udon/,Itsuki,Yuzu Sesame Sauce Udon,Bowl,Japan,4.5,,Finished (click to enlarge). Added barbecued pork. The noodles are nice and thick – and chewy. The flavor is excellent; kind of like a sesame sauce with a hint of vinegar which works extremely well with the cold udon. The topping adds a zest crunch. 4.5 out of 5.0 stars. JAN bar code 4901726012598.
1559,1559,1559,1914.0,https://www.theramenrater.com/2016/01/21/1914-juzzs-mee-curry/,Prima,Juzz's Mee Curry Flavour,Pack,Singapore,5,,"Finished (click to enlarge). Added Dodo fishballs, hard boiled egg, tau pok, coriander and red pepper flake. The noodles are wide and flat with a bit of thickness. Again, they are remind me of Taiwanese Hakka style noodles, just a tad narrower. They have a strong comfort mouthfeel and good chew. The broth is fascinating to me in that it has a nice oiliness and thickness, but isn’t a violently strong curry. It is spicy, but not spicy enough to make people run for the hills. It kind of seems like instead of curry flavor, it should be called creamy curry flavor. Great bowl! 5.0 out of 5.0 stars.  EAN bar code 8886350068127."
1560,1560,1560,1913.0,https://www.theramenrater.com/2016/01/20/1913-thai-smile-mushroom-rice-noodle-soup-bowl/,Thai Smile,Mushroom Rice Noodle Soup Bowl,Bowl,United States,0,,"Finished (click to enlarge). Added spring onion and star anise. The rice noodles didn’t hydrate as well as they should have in the 3 minutes called for; they were quite tough. After a minute or so longer however they got softer. The flavor was this oddly sweet kind of thing; it didn’t scream mushroom taste to me. The supplied bits of vegetable hydrated well, except the mushroom which were like hard pieces of wood. 0.0 out of 5.0 stars. EAN bar code 8850578954012."
1561,1561,1561,1912.0,https://www.theramenrater.com/2016/01/20/1912-mama-instant-noodles-chicken-sichek-flavour/,MAMA,Instant Noodles Chicken Sichek Flavour,Pack,Myanmar,3.75,,"Finished (click to enlarge). Added coriander and baked chicken. As I expected, this was like a different take on mi goreng. The noodles have a decent gauge and nice chew to them. The flavor is kind of like a smoked chicken – I’ve noticed a lot of these MAMA varieties from Myanmar have this kind of smoky taste going on – fascinating. Decent oiliness and flavor throughout. 3.75 out of 5.0 stars. EAN bar code 8951987101021."
1562,1562,1562,1911.0,https://www.theramenrater.com/2016/01/19/1911-momofuku-ando-day-5-nissin-emergency-chikin-ramen/,Nissin,Emergency Chikin Ramen Cup Noodle,Cup,Japan,5,,"Finished (click to enlarge). The three minutes were ample time for the noodles to hydrate, and they were very good – just like the pack version I grew up with. The broth is kind of a soy chicken kind of thing – salty and tasty. The big win here is the decently sized pieces of egg and chicken (both of which actually had a good consistency, texture and quality). The spring onion was very nice too – everything jibed together nicely. Excellent! 5.0 out of 5.0 stars.  JAN bar code 4902105213360."
1563,1563,1563,1910.0,https://www.theramenrater.com/2016/01/18/1910-nissin-chow-mein-pad-thai/,Nissin,Chow Mein Pad Thai,Tray,United States,3,,"Finished (click to enlarge). Added coriander and barbecued pork. The noodles are flat and came out good in the microwave. There is a large quantity of them as well. The oil and seasoning were ass and I stirred it all up. The flavor was a spicy hit at first, and a kind of sweetness as well. To be honest, this didn’t really strike me as pad thai that I’ve ever had before. That being said, it was pretty tasty – something for the Panda Express crowd. 3.0 out of 5.0 stars.UPC bar code 070662087268."
1564,1564,1564,1909.0,https://www.theramenrater.com/2016/01/18/1909-asia-gold-instant-noodles-with-chicken-flavouring/,Asia Gold,Instant Noodles With Chicken Flavouring,Pack,Hungary,3.5,,"Finished (click to enlarge). Added chicken and a slice of processed cheese. The noodles have a decent texture and chew – decently hydrated in the 3 minutes. The broth has a nice chicken flavor with bits of vegetable here and there. It does have a little hint of spiciness, but not enough to put my son off of it. 3.5 out of 5.0 stars.  EAN bar code 9002859063213."
1565,1565,1565,1908.0,https://www.theramenrater.com/2016/01/17/1908-nissin-kuroma-yu-tonkotsu-kumamoto-ramen/,Nissin,Kuroma-yu Tonkotsu Kumamoto Ramen,Bowl,Japan,4.75,,"Finished (click to enlarge). Added hard boiled egg, kizami shoga (pickled ginger) and ito togarashi (pepper strands). The noodles were indeed a little firmer than most – nice chewiness and quality. The broth was very think – like a tonkotsu gravy. It had a very nice flavor with bits of mincemeat in there – like little bits of ground pork. This one was exceptionally good. 4.75 out of 5.0 stars. JAN bar code 4902105201732."
1566,1566,1566,1907.0,https://www.theramenrater.com/2016/01/16/1907-prima-taste-singapore-curry-wholegrain-la-mian/,Prima Taste,Singapore Curry Wholegrain La Mian,Pack,Singapore,5,2016 #5,"Finished (click to enlarge). Added coriander, Salad Cosmo mung bean sprouts, Dodo fishballs and tau pok. The noodle block is big and of a great quantity. The noodles are thick and have a very strong backbone and chewiness which is excellent. As for the difference in flavor from the wholegrain flour, it is there and quite nice! Definitely gives a more ‘wholesome’ kind of taste to the noodle. The broth is as always just exceptional stuff – thick and has a rich curry flavor. Beautiful! 5.0 out of 5.0 stars. EAN bar code 8886350067830."
1567,1567,1567,1906.0,https://www.theramenrater.com/2016/01/15/1906/,Vifon,Chicken Flavour Asian Style Instant Noodles,Pack,Vietnam,3.5,,Finished (click to enlarge). Added coriander and Salad Cosmo mung bean sprouts. The noodles hydrated well and had a comfort food kind of texture – soft and warm. They also hydrated very well. The broth was quite good – nice chicken taste and bits of vegetable were throughout. 3.5 out of 5.0 stars. UPC bar code 851683004195.
1568,1568,1568,1905.0,https://www.theramenrater.com/2016/01/14/1905-pirkka-nuudeli-kana-nudlar-kyckling/,Pirkka,Nuudeli Kana Nudlar Kyckling,Pack,Finland,3.5,,"Finished (click to enlarge). Added Salad Cosmo mung bean sprouts, coriander and tau pok (tofu puff). The noodles have an almost egg noodle quality to them. They hydrated well in 3 minutes and have a decent texture. The broth may be why the noodles seem ‘eggy’ and it reminds me of chicken soup. It’s good and works well. 3.5 out of 5.0 stars. EAN bar code 6410405144768."
1569,1569,1569,1904.0,https://www.theramenrater.com/2016/01/13/1904-bonasia-instant-noodles-duck-flavour/,Bonasia,Instant Noodles Duck Flavour,Pack,Hungary,3,,Finished (click to enlarge). The noodles had an okay texture – hydrated nicely. The broth has a spicy hit as well as the duck flavor. 3.0 out of 5.0 stars.  EAN bar code 4316734068404.
1570,1570,1570,1903.0,https://www.theramenrater.com/2016/01/13/1903-higashimaru-tonkotsu-ramen/,Higashimaru,Tonkotsu Ramen,Pack,Japan,4.5,,"Finished (click to enlarge). Added hard boiled egg, BBQ pork, spring onion and kizami shoga (pickled ginger. The noodles had nice thickness and firmness to them – good character and backbone. The broth was hearty and had a good pork flavor. 4.5 out of 5.0 stars. JAN bar code 4904237101508."
1571,1571,1571,1902.0,https://www.theramenrater.com/2016/01/12/1902-mama-seafood-tom-yum-sichek-flavour/,MAMA,Seafood Tom Yum Sichek Flavour,Pack,Myanmar,5,,"Finished (click to enlarge). Added shrimp, fishcake (kamaboko), coriander and Salad Cosmo mung bean sprouts. The noodles hydrated perfectly in 3 minutes. They had a good spring and chew to them. The flavor was excellent – seafood tom yum for sure with a nice bite and an almost smoky element. I’ve had a few tom yum stir noodles and this one was the best thus far. 5.0 out of 5.0 stars.  EAN bar code 8951012000927."
1572,1572,1572,1901.0,https://www.theramenrater.com/2016/01/12/1901-prima-juzzs-mee-original-spicy-flavour/,Prima,Juzz's Mee Original Spicy Flavour,Pack,Singapore,5,,"Finished (click to enlarge). Added coriander and tau pok. The noodles are wide and thick and have a very nice chew to them I really liked. The flavor was a really tasty with a nice bite to it and even moreso after I added the chilli flake. It reminds me of Taiwanese varieties in the way the noodles are gauged/shaped, but they seem to have a softer tooth. Excellent! 5.0 out of 5.0 stars.  EAN bar code 8886350067878."
1573,1573,1573,1900.0,https://www.theramenrater.com/2016/01/11/1900-ibumie-always-mi-goreng-perisa-kari-kapitan/,Ibumie,Always Mi Goreng Perisa Kari Kapitan,Pack,Malaysia,5,,Finished (click to enlarge). Ate it straight. The noodles have a good gauge and chew – very standard. The flavor was awesome – curry and spicy and sweet and it was nice on the oiliness and everything! Only issue was there wasn’t enough of it! 5.0 out of 5.0 stars. EAN bar code 9555050301160.
1574,1574,1574,1899.0,https://www.theramenrater.com/2016/01/11/1899-koh-thai-island-of-flavours-thai-royal-shrimp-instant-noodles-soup/,Koh Thai,Island Of Flavours Thai Royal Shrimp Instant Noodles,Pack,Netherlands,1.5,,"Finished (click to enlarge). Added shrimp. The noodles were alright – not amazing. The broth was, well, bland. Like shrimp broth with a hint of spice. I don’t think while in Thailand I had anything this bland. 1.5 out of 5.0 stars.  EAN bar code 8717662261046."
1575,1575,1575,1898.0,https://www.theramenrater.com/2016/01/10/1898-master-kong-spicy-fish-noodle/,Master Kong,Spicy Fish Noodle,Bowl,China,3,,"Finished (click to enlarge). Added kamaboko, narutomaki, crab stick, white onion, fishball and crab claw fishcake. The noodles were a little on the soggy side, but not too bad. The broth has a kind of lemon and sichuan chilli flavor to it – not bad as well. The peas or beans that came with it did not hydrate in the time allotted and were terrible. 3.0 out of 5.0 stars. EAN bar code 6920208934263."
1576,1576,1576,1897.0,https://www.theramenrater.com/2016/01/10/1897-nissin-cup-noodle-massaman-curry/,Nissin,Cup Noodle Massaman Curry,Cup,Japan,3.5,,"Finished (click to enlarge). Added fishball, crab claw fishcake, kamaboko, narutomaki and cheese. The noodles were the standard fare – thin and flat. They hydrate well and have little chew – very soft, but that’s the deal. The broth has a strong curry flavor – salty and sweet with the mildest hint of heat. The included potato and chicken hydrated very nicely. 3.5 out of 5.0 stars.  JAN bar code 4902105232422."
1577,1577,1577,1896.0,https://www.theramenrater.com/2016/01/09/1896-asia-gold-instant-noodles-enten-geschmack-duck-flavor/,Asia Gold,Instant Noodles Duck Flavour,Pack,Hungary,3.5,,Finished (click to enlarge). Added fried garlic. The noodle hydrated decently and had a pretty decent backbone. the broth had a good oiliness and a nice hint of spiciness. The flavor was definitely duck – wish I had some to add in with it! 3.5 out of 5.0 stars. EAN bar code 9002859084232.
1578,1578,1578,1895.0,https://www.theramenrater.com/2016/01/09/1895-maruchan-seimen-houjyun-koku-shoyu/,Maruchan,Seimen Houjyun Koku Shoyu,Bowl,Japan,5,,"Finished (click to enlarge). Added hard boiled egg. The noodles are absolutely excellent – nice and chewy but not tough. They’re perfectly hydrated and of a good, thick gauge. The broth is really good too – a soy sauce flavor with a little sweetness and a beautiful oiliness. The piece of seaweed is an excellent plus as well as the garnish pack which included pork, bamboo shoot and spring onion of which all were excellent. A beautiful bowl of instant ramen. 5.0 out of 5.0 stars.  JAN bar code 4901990334112."
1579,1579,1579,1894.0,https://www.theramenrater.com/2016/01/08/1894-mama-rangers-snack-noodle-bbq-flavour/,MAMA,Rangers Snack Noodles BBQ Flavour,Pack,Myanmar,2.75,,"Finished (click to enlarge). Added almonds and bbq pork. The noodles are crunchy, but not break your teeth crunchy. The are very short as well. The barbecue flavor is interesting; kind of a salty, sesame and BBQ potato chip flavor. 2.75 out of 5.0 stars. EAN bar code 9510202028."
1580,1580,1580,1893.0,https://www.theramenrater.com/2016/01/07/1893-nissin-cup-noodle-sio/,Nissin,Cup Noodle Sio,Cup,Japan,5,,"Finished (click to enlarge). Added nothing. This one was pretty intriguing! The noodles hydrated perfectly in 3 minutes. Flat and thin with a light chew. The broth was a definite shio with chicken and pork notes. What I really found to be the highlight here was the addition of nicely hydrated potato chunks (chucnks, not bits) as well as decently sized pieces of chicken that hydrated extremely well, along with bits of green onion. Pretty spectacular cup! 5.0 out of 5.0 stars. JAN bar code 4902105222133."
1581,1581,1581,1892.0,https://www.theramenrater.com/2016/01/07/1892-ottogi-cheese-ramen/,Ottogi,Cheese Ramen,Pack,South Korea,4,,"Finished (click to enlarge). Added a little wheel of Babybel Gouda cheese. The noodles were very good – nice thick ramyun with a great chew and it really sucked up the flavor of the broth as well. The broth had the standard spicy element of ramyun with a cheese element to it. Unfortunately, I felt the cheese wasn’t enough – it kind of ended up with a more cheese and mushroom taste than just cheese. The vegetables hydrated well. 4.0 out of 5.0 stars.  EAN bar code 8801045524672."
1582,1582,1582,1891.0,https://www.theramenrater.com/2016/01/06/1891-nissin-cup-noodles-homestyle-chicken/,Nissin,Cup Noodles Homestyle Chicken,Cup,United States,3.5,,Finished (click to enlarge). Added green onion. This one features the ‘spoonable noodles’ first seen in Nissin’s Spoon-It line. The noodles are egg noodle length and half the width. They’re a little thicker though and quite nice. The broth has a good chicken flavor and was satisfying. 3.5 out of 5.0 stars.  UPC bar code 070662030431.
1583,1583,1583,1890.0,https://www.theramenrater.com/2016/01/06/1890-kuriki-beef-tongue-shio-mayo-ramen/,Kuriki,Beef Tongue Shio Mayo Ramen,Pack,Japan,4.5,,"Finished (click to enlarge). Added spring onion, kizami shoga (pickled ginger), hard boiled egg and barbecue pork. The noodles have a nice gauge and tooth to them – like a light upgrade to your standard instant noodles. But that’s where the term ‘standard’ ends it applicability. The broth has a strong mayonnaise flavor with a kind of beefiness which is very ‘organ like’ – guessing it is ‘tongue-like.’ It’s a little weird eating something that’s supposed to taste like a tongue of a cow, but honestly, it’s quite good. The broth has a nice flavor and isn’t super thin, either. 4.5 out of 5.0 stars.  EAN bar code 4543185002002."
1584,1584,1584,1889.0,https://www.theramenrater.com/2016/01/05/1889-mama-rangers-snack-noodles-sour-cream-flavour/,MAMA,Rangers Snack Noodles Sour Cream Flavour,Pack,Myanmar,2.75,,Finished (click to enlarge). Added some almonds (picture contains 3 packages of the product as well). The noodles are short and have a pleasing crunch to them – they’re not break your teeth crunchy which is nice. The flavor is very much akin to sour cream and onion potato chip flavoring. 2.75 out of 5.0 stars. EAN bar code 8951011551130.
1585,1585,1585,1888.0,https://www.theramenrater.com/2016/01/05/1888-nissin-cup-noodles-kyushu-white-flavour/,Nissin,Cup Noodles Kyushu White Flavour,Cup,Singapore,3.5,,Finished (click to enlarge). Decided to have this one straight. The noodles are your typical Nissin Cup Noodles – thin and flat. They have a soft chew and are nicely hydrated. The broth is a creamy affair with a sesame hit and a nice thickness. The corn and other bits hydrated nicely as well. 3.5 out of 5.0 stars. EAN bar code 8888279103002.
1586,1586,1586,1887.0,https://www.theramenrater.com/2016/01/04/1887-myojo-mee-poh-dry/,Myojo,Mee Poh Dry,Pack,Singapore,4.25,,"Finished (click to enlarge). Added Dodo Prawn Flavor fishball, Salad Cosmo mung bean sprouts, red pepper flake, crab stick, black pepper and coriander. The noodles in this one were neat – flat and broad. They have a light chew and a definite comfort foodiness to them I quite enjoyed. The flavor is kind of a light buttery, salty and tasty hit – again, kind of like mee goreng in preparation but very different in flavor. 4.25 out of 5.0 stars.  EAN bar code 8888107000060."
1587,1587,1587,1886.0,https://www.theramenrater.com/2016/01/03/meet-the-manufacturer-1886-myojo-chicken-abalone-flavour/,Myojo,Chicken Abalone Flavour,Bowl,Singapore,3.75,,"Finished (click to enlarge). The noodles hydrated very nicely as with the other yellow bowls they have. Decent gauge and soft chew. The broth is predominantly chicken, with an abalone flavor lingering which was nice but not overwhelming. The addition of the special garnish was really nice. 3.75 out of 5.0 stars. EAN bar code 8888107000480."
1588,1588,1588,1885.0,https://www.theramenrater.com/2016/01/02/meet-the-manufacturer-1885-myojo-ramen-char-mee-100/,Myojo,Ramen Char Mee 100,Pack,Singapore,3,,"Finished (click to enlarge). Added pork, Salad Cosmo mung bean sprouts, shrimp, carved squid and coriander. The noodles are the standard Myojo fare – nice chew and round gauge. The flavor was slightly spicy and salty; kind of like a light mee goreng. 3.0 out of 5.0 stars.  EAN bar code 8888107000121."
1589,1589,1589,1884.0,https://www.theramenrater.com/2016/01/01/meet-the-manufacturer-1884-myojo-la-ramen-spicy-mushroom-flavour-big-bowl/,Myojo,La Ramen Spicy Mushroom Flavour Big Bowl,Bowl,Singapore,4.5,,"Finished (click to enlarge). Added spring onion, Salad Cosmo mung bean sprouts and ito togarashi (pepper strands). The noodles have a great chew and gauge – a little thicker and chewier with a round shape. The broth has a rich flavor and good spiciness – not too mushroom, but just enough. The vegetables bits hydrated nicely and added a nice bonus. 4.56 out of 5.0 stars. EAN bar code 8888107002088."
1590,1590,1590,1883.0,https://www.theramenrater.com/2015/12/31/meet-the-manufacturer-1883-myojo-mee-goreng/,Myojo,Mee Goreng,Pack,Singapore,4,,"Finished (click to enlarge). Added carved squid, Salad Cosmo mung bean sprouts and shrimp. The noodles are the standard instant noodle gauge. They have a nice chew and quantity. The flavor in this mee goreng was interesting. I expected a bit of heat, but I didn’t find any. It was sweet and salty and had a good taste to it – really nice. 4.0 out of 5.0 stars. EAN bar code 8888107000848."
1591,1591,1591,1882.0,https://www.theramenrater.com/2015/12/30/meet-the-manufacturer-1882-myojo-la-ramen-spicy-lobster-hot-pot-flavour-big-bowl/,Myojo,La Ramen Spicy Lobster Hot Pot Flavour Big Bowl,Bowl,Singapore,4.75,,"Finished (click to enlarge). Added spring onion, white onion, prawn flavor Dodo fishballs, fried garlic, coriander, sesame seeds and pepper flake. the noodles are very good here – round gauge and nice quantity/hydration. The broth is excellent – a good oiliness and rich lobster flavor – kind of buttery seafood taste. I liked it a lot! 4.75 out of 5.0 stars. EAN bar code 8888107002132."
1592,1592,1592,1881.0,https://www.theramenrater.com/2015/12/29/meet-the-manufacturer-1881-myojo-chicken-abalone-flavour/,Myojo,Chicken Abalone Flavour,Pack,Singapore,3.5,,"Finished (click to enlarge). Added spring onion, baked chicken and white onion. The noodles had a soft feel and nice gauge with good chew. The broth was mostly chicken with abalone flavor which worked well together. 3.5 out of 5.0 stars.  EAN bar code 8888107000046."
1593,1593,1593,1880.0,https://www.theramenrater.com/2015/12/28/meet-manufacturer-1880-myojo-thai-tom-yam-flavour/,Myojo,Thai Tom Yam Flavour,Bowl,Singapore,3.75,,"Finished (click to enlarge). Added Dodo prawn flavor fishball, Salad Cosmo mung bean sprouts, lime and coriander. The noodles were bountiful and had a nice light chew. They hydrated just right in the 3 minutes allotted. The broth was good too – a strong punch of lemongrass, a goodly amount of heat and good oiliness. The garnish worked well too! 3.75 out of 5.0 stars.  EAN bar code 8888107000541."
1594,1594,1594,1879.0,https://www.theramenrater.com/2015/12/27/meet-the-manufacturer-1879-myojo-chicken-tanmen-flavour/,Myojo,Chicken Tanmen Flavour,Pack,Singapore,3.5,,Finished (click to enlarge). Added baked chicken and Salad Cosmo mung bean sprouts. The noodles had a good texture – a nice softness and heartiness. The broth indeed was chickenny and decent. 3.5 out of 5.0 stars.  EAN bar code 8888107000015.
1595,1595,1595,1878.0,https://www.theramenrater.com/2015/12/26/meet-the-manufacturer-1878-myojo-extra-spicy-singapore-curry-big-bowl/,Myojo,Extra Spicy Singapore Curry Big Bowl,Bowl,Singapore,5,,"Finished (click to enlarge). Added Salad Cosmo mung bean sprouts, tau pok, hard boiled egg, baked chicken and coriander. The noodles hydrated well in the time allotted. There was a lot of them and they were nice. The broth was very good. It had a decent oiliness and great curry taste. I especially liked how the sweet soy sauce entered in with something a little different. The fishcake bits and veggies hydrated very well. A very nice, well rounded bowl. 5.0 out of 5.0 stars.  EAN bar code 8888107001807."
1596,1596,1596,1877.0,https://www.theramenrater.com/2015/12/25/meet-the-manufacturer-1877-myojo-la-ramen-spicy-mushroom-flavour/,Myojo,La Ramen Spicy Mushroom Flavour,Pack,Singapore,4.5,,"Finished (click to enlarge). Added Chinese sausage, Salad Cosmo mung bean sprouts and spring onion. The noodles had a great gauge and chew to them – I was really impressed. As for the broth, I expected that with the 550ml of water called for it’d be more watery, but it does indeed have a nice body to it. It has a great spiciness and mushroom taste, but it’s not overwhelmingly ‘generic mushroom’ flavor, rather a kind of creaminess is going on with excellent notes of mushroom. 4.5 out of 5.0 stars.  EAN bar code 8888107002057."
1597,1597,1597,1876.0,https://www.theramenrater.com/2015/12/24/meet-the-manufacturer-1876-myojo-chicken-flavour/,Myojo,Chicken Flavour,Pack,Singapore,3.75,,"Finished (click to enlarge). Added spring onion, hard boiled egg, carrot, baked chicken and coriander. The noodles are soft and plentiful. They aren’t the chewiest in the world, but the go well with the broth which has a very nice chicken flavor. It is augmented with vegetables which hydrated very well and decent pieces of fish cake which were very good. 3.75 out of 5.0 stars. EAN bar code 8888107000268."
1598,1598,1598,1875.0,https://www.theramenrater.com/2015/12/23/1875-sapporo-ichiban-tonkotsu/,Sapporo Ichiban,Tonkotsu Ramen Artificially Flavored Tonkotsu White Chicken Broth,Pack,United States,5,,"Finished (click to enlarge). Added baked chicken, spring onion, hard boiled egg and kizami shoga (pickled ginger). The noodles came out very nicely – lots of them and soft and comfortable. The broth is out of this world. I often think to myself that everyone makes chicken flavored instant noodles. Everyone. But why don’t companies put their all into them? I would say that this is about my all time favorite chicken instant noodle now. The broth is creamy and has a very comfort food flavor to it – it has that nice instant chicken flavor without having chicken. This stuff is where it’s at! 5.0 out of 5.0 stars. UPC bar code 076186000110."
1599,1599,1599,1874.0,https://www.theramenrater.com/2015/12/22/1874-ibumie-always-mi-goreng-perisa-thai-tom-yam/,Ibumie,Always Mi Goreng Perisa Thai Tom Yam,Pack,Malaysia,2.5,,"Finished (click to enlarge). Added Dodo prawn fkavior fish balls, Salad Cosmo mung bean sprouts, lime and coriander. The noodles are good – decent gauge, nice chew. The flavor is a little different. First, it’s spicy. Then sweet. Then I’m getting this odd bitter taste; and where’s the lemongrass? I really like the idea of tom yum mi goreng, but this isn’t what I think of when I think tom yum. 2.5 out of 5.0 stars. EAN bar code 9555050301122."
1600,1600,1600,1873.0,https://www.theramenrater.com/2015/12/21/1873-vedan-wei-wei-a-instant-noodles-chicken-flavor/,Vedan,Wei Wei A Instant Noodles Chicken Flavor,Bowl,Taiwan,0,,"Finished (click to enlarge). Added spring onion. The noodles were very ho-hum. While they hydrated well, they seemed like they just didn’t belong in the ‘food’ group; spongy and riddled with sadness. As for chicken flavor, that was definitely absent. I was really happy about the vegetables, but they were mushy. 0.0 out of 5.0 stars. UPC bar code 810477010255."
1601,1601,1601,1872.0,https://www.theramenrater.com/2015/12/20/1872-itsuki-hakata-ossyoi/,Itsuki,Hakata Ossyoi,Pack,Japan,5,,"Finished (click to enlarge). Added Salad Cosmo mung bean sprouts, sesame seeds, barbecue pork, hard boiled egg, ito togarashi (pepper threads), sliced spring onion and narutomaki The noodles were definitely in the Hakata style – they have a nice ‘floury’ taste to them. They are thin and round in nature with a good backbone and chewiness. The broth was extraordinarily good – rich and hearty with a great pork flavor to it. Excellent – 5.0 out of 5.0 stars. JAN bar code 4901726011805."
1602,1602,1602,1871.0,https://www.theramenrater.com/2015/12/21/1871-nissin-cup-noodles-minced-pork-flavour/,Nissin,Cup Noodles Minced Pork Flavour,Cup,Thailand,3.75,,"Finished (click to enlarge). Added Salad Cosmo mung bean sprouts, coriander and minced bbq pork. The noodles hydrated well enough – standard Cup Noodles fare. The broth was good – a spicy and sweet flavor with a hearty pork taste. I also enjoyed the inclusion of pork, vegetable, and what looked like scrambled egg as well! 3.75 out of 5.0 stars.  EAN bar code 8852528000015."
1603,1603,1603,1870.0,https://www.theramenrater.com/2015/12/20/1870-asia-gold-instant-noodles-with-beef-flavouring/,Asia Gold,Instant Noodles With Beef Flavouring,Pack,Hungary,2.75,,"Finished (click to enlarge). Added beef, green onion and Salad Cosmo mung bean sprouts. The noodles hydrated well. They were of a light gauge with slight backbone. The broth was a salty beef kind of affair with a hint of spiciness. 2.75 out of 5.0 stars. EAN bar code 9002859063183."
